007	[309, 1.0];
00:06:25.87	[376, 1.0];
00:37:11.96	[377, 1.0];
00:55:57.87	[378, 1.0];
01	[193, 7.392317422778761];[226, 7.392317422778761];[470, 1.0];
018	[212, 1.0];
019	[199, 1.0];
01:01:34.13	[379, 1.0];
01:45:37.55	[380, 1.0];
02	[110, 7.974414589805527];[193, 1.0];
020	[122, 7.974414589805527];[245, 1.0];
0200	[373, 1.0];
024	[213, 1.0];
025	[335, 1.0];
026	[335, 1.0];
02:20:30.27	[431, 1.0];
02:53:25.14	[432, 1.0];
02:55:47.22	[433, 1.0];
03	[48, 6.980139577639157];[194, 6.980139577639157];[372, 6.980139577639157];[399, 1.0];
030	[122, 7.392317422778761];[201, 7.392317422778761];[325, 1.0];
031	[182, 1.0];
034	[236, 1.0];
035	[37, 7.974414589805527];[90, 1.0];
036	[203, 1.0];
037	[412, 1.0];
0375	[239, 1.0];
038	[364, 1.0];
03:05:34.83	[434, 1.0];
03:13:36.35	[435, 1.0];
03:15:32.57	[436, 1.0];
03:24:08.77	[437, 1.0];
03:33:11.39	[438, 1.0];
03:35:55.06	[439, 1.0];
03:41:22.87	[440, 1.0];
04	[90, 7.974414589805527];[372, 1.0];
041	[41, 1.0];
044	[27, 1.0];
048	[167, 1.0];
04:58:41.12	[110, 1.0];
05	[19, 6.661065479806948];[172, 6.661065479806948];[235, 6.661065479806948];[370, 6.661065479806948];[402, 2.0];
050	[27, 1.0];
057	[500, 1.0];
058	[299, 1.0];
05:03:09.75	[116, 1.0];
05:03:38.51	[141, 1.0];
05:12:17.12	[142, 1.0];
05:19:27.56	[143, 1.0];
06	[1, 6.400879436282184];[29, 6.400879436282184];[38, 6.400879436282184];[79, 6.400879436282184];[193, 6.400879436282184];[399, 1.0];
060	[296, 1.0];
064	[487, 1.0];
067	[168, 1.0];
07	[14, 6.400879436282184];[23, 6.400879436282184];[168, 6.400879436282184];[204, 6.400879436282184];[374, 6.400879436282184];[412, 1.0];
071	[309, 7.974414589805527];[377, 1.0];
075	[24, 7.974414589805527];[417, 1.0];
07:59:05.79	[144, 1.0];
08	[14, 6.181329764714562];[23, 6.181329764714562];[370, 6.181329764714562];[372, 6.181329764714562];[433, 6.181329764714562];[439, 6.181329764714562];[440, 1.0];
081	[92, 7.974414589805527];[305, 1.0];
082	[223, 1.0];
083	[200, 1.0];
085	[424, 7.974414589805527];[500, 1.0];
086	[13, 1.0];
08:08:57.16	[145, 1.0];
08:11:20.25	[146, 1.0];
08:13:16.75	[147, 1.0];
08:13:36.29	[148, 1.0];
08:15:28.61	[149, 1.0];
08:15:42.31	[150, 1.0];
08:16:35.37	[201, 1.0];
08:21:01.71	[202, 1.0];
08:22:57.04	[203, 1.0];
08:23:31.25	[204, 1.0];
08:27:14.06	[205, 1.0];
08:38:11.68	[206, 1.0];
08:40:06.50	[207, 1.0];
08:44:23.42	[208, 1.0];
08:44:51.73	[209, 1.0];
08:46:08.05	[210, 1.0];
08:48:26.10	[261, 1.0];
08:51:35.60	[262, 1.0];
08:51:49.54	[263, 1.0];
08:54:12.02	[264, 1.0];
08:58:22.38	[265, 1.0];
09	[65, 6.980139577639157];[336, 6.980139577639157];[367, 6.980139577639157];[372, 1.0];
0900	[276, 1.0];
092	[90, 1.0];
095	[439, 1.0];
096	[200, 7.974414589805527];[245, 1.0];
09:01:34.94	[266, 1.0];
09:06:39.94	[267, 1.0];
09:07:54.17	[107, 1.0];
09:08:09.30	[268, 1.0];
09:11:10.46	[269, 1.0];
09:11:41.38	[270, 1.0];
09:12:08.15	[321, 1.0];
09:12:30.97	[322, 1.0];
09:17:44.88	[323, 1.0];
09:18:21.26	[106, 1.0];
09:18:26.80	[108, 1.0];
09:19:31.96	[114, 1.0];
09:19:43.22	[109, 1.0];
09:20:23.32	[120, 1.0];
09:21:19.67	[324, 1.0];
09:21:39.11	[161, 1.0];
09:22:57.75	[115, 1.0];
09:23:44.74	[121, 1.0];
09:24:32.21	[325, 1.0];
09:24:40.64	[151, 1.0];
09:24:55.56	[152, 1.0];
09:25:10.00	[326, 1.0];
09:25:48.88	[162, 1.0];
09:26:07.38	[153, 1.0];
09:26:17.58	[154, 1.0];
09:26:28.51	[327, 1.0];
09:27:39.53	[155, 1.0];
09:27:51.06	[163, 1.0];
09:27:57.44	[328, 1.0];
09:30:07.60	[164, 1.0];
09:30:35.65	[329, 1.0];
09:30:48.45	[165, 1.0];
09:30:53.98	[330, 1.0];
09:31:01.67	[156, 1.0];
09:31:21.09	[381, 1.0];
09:32:01.67	[382, 1.0];
09:32:34.04	[166, 1.0];
09:32:40.79	[383, 1.0];
09:33:06.03	[157, 1.0];
09:33:32.98	[167, 1.0];
09:33:35.86	[384, 1.0];
09:34:02.54	[158, 1.0];
09:34:13.71	[159, 1.0];
09:34:57.56	[160, 1.0];
09:35:03.37	[168, 1.0];
09:35:22.89	[211, 1.0];
09:35:55.99	[385, 1.0];
09:36:37.16	[212, 1.0];
09:37:19.17	[169, 1.0];
09:37:43.02	[170, 1.0];
09:37:53.73	[222, 1.0];
09:38:14.93	[213, 1.0];
09:38:16.31	[223, 1.0];
09:38:28.76	[224, 1.0];
09:38:33.69	[225, 1.0];
09:39:13.96	[214, 1.0];
09:39:30.30	[386, 1.0];
09:39:45.70	[387, 1.0];
09:40:41.79	[215, 1.0];
09:40:53.56	[216, 1.0];
09:40:54.41	[388, 1.0];
09:41:09.67	[389, 1.0];
09:41:45.44	[226, 1.0];
09:41:51.56	[217, 1.0];
09:42:45.36	[218, 1.0];
09:42:52.28	[219, 1.0];
09:43:17.71	[390, 1.0];
09:44:16.03	[441, 1.0];
09:44:47.86	[220, 1.0];
09:44:55.17	[221, 1.0];
09:45:10.22	[271, 1.0];
09:45:18.22	[227, 1.0];
09:45:22.44	[442, 1.0];
09:45:29.48	[228, 1.0];
09:45:49.05	[272, 1.0];
09:45:54.32	[229, 1.0];
09:46:36.82	[230, 1.0];
09:46:55.59	[281, 1.0];
09:47:47.16	[282, 1.0];
09:48:14.59	[443, 1.0];
09:48:24.44	[444, 1.0];
09:48:24.78	[283, 1.0];
09:48:54.24	[445, 1.0];
09:49:23.53	[284, 1.0];
09:49:29.88	[446, 1.0];
09:49:45.02	[285, 1.0];
09:50:34.51	[286, 1.0];
09:50:57.39	[447, 1.0];
09:52:38.52	[273, 1.0];
09:53:39.85	[274, 1.0];
09:53:44.44	[287, 1.0];
09:54:03.66	[275, 1.0];
09:55:41.23	[276, 1.0];
09:55:58.63	[448, 1.0];
09:56:03.54	[277, 1.0];
09:57:02.21	[288, 1.0];
09:58:00.11	[289, 1.0];
09:58:33.04	[449, 1.0];
09:59:00.21	[450, 1.0];
09:59:40.82	[278, 1.0];
1	[1, 8.35595507508204];[4, 3.7475426420533076];[5, 6.7173999208072965];[6, 6.7173999208072965];[8, 1.8737713210266538];[9, 1.8737713210266538];[10, 1.8737713210266538];[11, 1.8737713210266538];[12, 1.8737713210266538];[13, 3.7475426420533076];[14, 3.7475426420533076];[16, 3.7475426420533076];[18, 4.843628599780643];[23, 1.8737713210266538];[24, 1.8737713210266538];[26, 3.7475426420533076];[27, 4.843628599780643];[33, 1.8737713210266538];[38, 7.13411246192121];[40, 3.7475426420533076];[42, 4.843628599780643];[45, 3.7475426420533076];[46, 3.7475426420533076];[54, 3.7475426420533076];[56, 1.8737713210266538];[57, 3.7475426420533076];[59, 8.098304915739302];[65, 1.8737713210266538];[66, 6.224533594712648];[73, 1.8737713210266538];[74, 1.8737713210266538];[81, 5.621313963079961];[83, 7.13411246192121];[85, 1.8737713210266538];[86, 1.8737713210266538];[90, 6.224533594712648];[92, 1.8737713210266538];[94, 6.224533594712648];[95, 1.8737713210266538];[97, 1.8737713210266538];[98, 3.7475426420533076];[99, 7.495085284106615];[103, 3.7475426420533076];[109, 1.8737713210266538];[110, 1.8737713210266538];[111, 1.8737713210266538];[115, 3.7475426420533076];[116, 1.8737713210266538];[120, 1.8737713210266538];[122, 4.843628599780643];[123, 1.8737713210266538];[124, 1.8737713210266538];[125, 3.7475426420533076];[126, 1.8737713210266538];[132, 1.8737713210266538];[133, 3.7475426420533076];[135, 1.8737713210266538];[137, 1.8737713210266538];[138, 1.8737713210266538];[140, 4.843628599780643];[141, 3.7475426420533076];[143, 1.8737713210266538];[148, 1.8737713210266538];[151, 1.8737713210266538];[159, 3.7475426420533076];[164, 1.8737713210266538];[166, 3.7475426420533076];[167, 4.843628599780643];[168, 4.843628599780643];[169, 5.621313963079961];[174, 5.621313963079961];[175, 1.8737713210266538];[177, 1.8737713210266538];[178, 1.8737713210266538];[182, 3.7475426420533076];[184, 1.8737713210266538];[192, 5.621313963079961];[193, 6.224533594712648];[194, 6.224533594712648];[195, 3.7475426420533076];[196, 5.621313963079961];[197, 7.13411246192121];[199, 3.7475426420533076];[200, 1.8737713210266538];[201, 4.843628599780643];[204, 3.7475426420533076];[206, 4.843628599780643];[207, 4.843628599780643];[208, 1.8737713210266538];[210, 6.7173999208072965];[213, 1.8737713210266538];[215, 3.7475426420533076];[217, 1.8737713210266538];[219, 3.7475426420533076];[221, 3.7475426420533076];[222, 3.7475426420533076];[227, 3.7475426420533076];[235, 6.224533594712648];[236, 1.8737713210266538];[238, 1.8737713210266538];[239, 4.843628599780643];[245, 5.621313963079961];[249, 1.8737713210266538];[250, 1.8737713210266538];[255, 1.8737713210266538];[256, 1.8737713210266538];[257, 6.224533594712648];[262, 6.224533594712648];[264, 1.8737713210266538];[271, 3.7475426420533076];[272, 1.8737713210266538];[275, 3.7475426420533076];[276, 1.8737713210266538];[279, 4.843628599780643];[280, 3.7475426420533076];[281, 3.7475426420533076];[284, 1.8737713210266538];[289, 1.8737713210266538];[291, 1.8737713210266538];[293, 1.8737713210266538];[296, 3.7475426420533076];[297, 1.8737713210266538];[303, 1.8737713210266538];[304, 1.8737713210266538];[305, 7.13411246192121];[307, 1.8737713210266538];[313, 1.8737713210266538];[318, 4.843628599780643];[320, 3.7475426420533076];[325, 3.7475426420533076];[326, 1.8737713210266538];[327, 1.8737713210266538];[333, 1.8737713210266538];[335, 4.843628599780643];[336, 6.7173999208072965];[337, 3.7475426420533076];[339, 4.843628599780643];[343, 3.7475426420533076];[347, 1.8737713210266538];[349, 6.224533594712648];[351, 1.8737713210266538];[357, 1.8737713210266538];[358, 3.7475426420533076];[359, 1.8737713210266538];[363, 1.8737713210266538];[365, 1.8737713210266538];[366, 1.8737713210266538];[368, 4.843628599780643];[370, 6.224533594712648];[372, 5.621313963079961];[375, 3.7475426420533076];[376, 3.7475426420533076];[377, 3.7475426420533076];[393, 3.7475426420533076];[397, 1.8737713210266538];[401, 1.8737713210266538];[402, 5.621313963079961];[405, 3.7475426420533076];[410, 1.8737713210266538];[412, 1.8737713210266538];[417, 1.8737713210266538];[422, 3.7475426420533076];[423, 1.8737713210266538];[425, 6.224533594712648];[428, 1.8737713210266538];[437, 3.7475426420533076];[439, 1.8737713210266538];[440, 1.8737713210266538];[445, 1.8737713210266538];[448, 6.224533594712648];[452, 3.7475426420533076];[454, 1.8737713210266538];[460, 1.8737713210266538];[466, 1.8737713210266538];[469, 3.7475426420533076];[470, 1.8737713210266538];[472, 4.843628599780643];[474, 4.843628599780643];[476, 3.7475426420533076];[478, 1.8737713210266538];[480, 1.8737713210266538];[482, 4.843628599780643];[483, 6.224533594712648];[486, 1.8737713210266538];[487, 1.8737713210266538];[494, 1.8737713210266538];[496, 5.621313963079961];[500, 2.0];
10	[6, 5.816278283611555];[7, 2.9081391418057776];[24, 2.9081391418057776];[26, 2.9081391418057776];[39, 2.9081391418057776];[40, 2.9081391418057776];[45, 5.816278283611555];[66, 2.9081391418057776];[74, 2.9081391418057776];[79, 2.9081391418057776];[83, 5.816278283611555];[86, 2.9081391418057776];[91, 2.9081391418057776];[92, 5.816278283611555];[94, 2.9081391418057776];[97, 2.9081391418057776];[107, 2.9081391418057776];[122, 5.816278283611555];[124, 2.9081391418057776];[138, 2.9081391418057776];[144, 2.9081391418057776];[145, 2.9081391418057776];[165, 7.51743062844734];[172, 2.9081391418057776];[182, 2.9081391418057776];[188, 2.9081391418057776];[196, 7.51743062844734];[200, 2.9081391418057776];[209, 2.9081391418057776];[215, 7.51743062844734];[219, 2.9081391418057776];[226, 2.9081391418057776];[227, 2.9081391418057776];[234, 2.9081391418057776];[236, 5.816278283611555];[249, 5.816278283611555];[262, 2.9081391418057776];[267, 2.9081391418057776];[275, 2.9081391418057776];[276, 2.9081391418057776];[284, 5.816278283611555];[295, 2.9081391418057776];[298, 2.9081391418057776];[299, 2.9081391418057776];[301, 2.9081391418057776];[305, 5.816278283611555];[307, 2.9081391418057776];[318, 2.9081391418057776];[326, 2.9081391418057776];[328, 2.9081391418057776];[329, 5.816278283611555];[336, 2.9081391418057776];[341, 2.9081391418057776];[350, 2.9081391418057776];[358, 2.9081391418057776];[359, 2.9081391418057776];[362, 2.9081391418057776];[364, 2.9081391418057776];[367, 5.816278283611555];[375, 2.9081391418057776];[377, 2.9081391418057776];[385, 2.9081391418057776];[391, 2.9081391418057776];[408, 2.9081391418057776];[421, 2.9081391418057776];[425, 5.816278283611555];[428, 2.9081391418057776];[433, 5.816278283611555];[434, 2.9081391418057776];[435, 2.9081391418057776];[439, 5.816278283611555];[440, 2.9081391418057776];[453, 2.9081391418057776];[465, 2.9081391418057776];[467, 2.9081391418057776];[484, 5.816278283611555];[485, 1.0];
100	[5, 4.101086125114315];[6, 4.101086125114315];[35, 8.20217225022863];[59, 4.101086125114315];[78, 4.101086125114315];[103, 4.101086125114315];[133, 8.20217225022863];[137, 4.101086125114315];[138, 4.101086125114315];[200, 8.20217225022863];[239, 4.101086125114315];[261, 4.101086125114315];[263, 4.101086125114315];[266, 4.101086125114315];[280, 4.101086125114315];[312, 4.101086125114315];[313, 4.101086125114315];[316, 4.101086125114315];[317, 4.101086125114315];[335, 4.101086125114315];[338, 4.101086125114315];[343, 12.303258375342946];[348, 4.101086125114315];[359, 4.101086125114315];[383, 4.101086125114315];[388, 4.101086125114315];[399, 4.101086125114315];[427, 4.101086125114315];[434, 4.101086125114315];[437, 4.101086125114315];[466, 1.0];
1000	[286, 1.0];
101	[122, 5.991521846075696];[133, 5.991521846075696];[143, 5.991521846075696];[222, 5.991521846075696];[397, 5.991521846075696];[452, 5.991521846075696];[467, 5.991521846075696];[472, 1.0];
102	[7, 6.980139577639157];[133, 6.980139577639157];[335, 6.980139577639157];[397, 1.0];
103	[482, 1.0];
1030	[286, 1.0];
104	[13, 5.824428435416546];[66, 5.824428435416546];[160, 5.824428435416546];[239, 5.824428435416546];[305, 5.824428435416546];[358, 5.824428435416546];[366, 5.824428435416546];[410, 5.824428435416546];[491, 1.0];
105	[197, 7.392317422778761];[198, 7.392317422778761];[455, 1.0];
1057	[473, 1.0];
107	[6, 6.980139577639157];[58, 6.980139577639157];[59, 6.980139577639157];[429, 2.0];
108	[60, 6.980139577639157];[113, 6.980139577639157];[155, 6.980139577639157];[175, 1.0];
109	[47, 7.392317422778761];[184, 7.392317422778761];[236, 1.0];
10:00:29.72	[279, 1.0];
10:00:52.96	[290, 1.0];
10:00:57.16	[341, 1.0];
10:01:14.42	[342, 1.0];
10:01:44.44	[280, 1.0];
10:02:11.63	[343, 1.0];
10:02:22.46	[344, 1.0];
10:02:32.72	[331, 1.0];
10:02:53.85	[332, 1.0];
10:03:24.09	[333, 1.0];
10:03:43.41	[334, 1.0];
10:04:23.59	[335, 1.0];
10:04:32.26	[336, 1.0];
10:04:36.77	[337, 1.0];
10:05:25.49	[338, 1.0];
10:05:32.60	[345, 1.0];
10:07:42.19	[346, 1.0];
10:08:28.26	[347, 1.0];
10:09:59.43	[339, 1.0];
10:11:50.97	[340, 1.0];
10:12:44.89	[348, 1.0];
10:13:13.34	[391, 1.0];
10:13:54.12	[392, 1.0];
10:14:49.98	[349, 1.0];
10:15:06.95	[350, 1.0];
10:15:44.63	[393, 1.0];
10:16:12.11	[402, 1.0];
10:16:24.19	[403, 1.0];
10:17:43.59	[404, 1.0];
10:17:54.70	[394, 1.0];
10:18:25.05	[395, 1.0];
10:18:32.34	[396, 1.0];
10:18:46.99	[397, 1.0];
10:18:51.21	[398, 1.0];
10:20:40.73	[399, 1.0];
10:20:45.46	[405, 1.0];
10:21:29.06	[400, 1.0];
10:21:41.00	[401, 1.0];
10:22:24.09	[451, 1.0];
10:22:36.39	[452, 1.0];
10:22:52.88	[453, 1.0];
10:23:39.80	[406, 1.0];
10:24:42.04	[454, 1.0];
10:26:01.21	[455, 1.0];
10:26:54.83	[456, 1.0];
10:27:17.51	[457, 1.0];
10:28:58.48	[458, 1.0];
10:29:08.77	[459, 1.0];
10:29:32.44	[407, 1.0];
10:29:32.48	[460, 1.0];
10:30:15.23	[461, 1.0];
10:30:54.88	[462, 1.0];
10:31:02.83	[463, 1.0];
10:31:10.05	[408, 1.0];
10:31:43.52	[464, 1.0];
10:32:15.36	[409, 1.0];
10:32:49.32	[465, 1.0];
10:33:14.32	[466, 1.0];
10:33:48.56	[410, 1.0];
10:33:53.46	[467, 1.0];
10:34:47.47	[471, 1.0];
10:34:53.47	[468, 1.0];
10:35:22.38	[472, 1.0];
10:35:30.66	[469, 1.0];
10:35:58.91	[470, 1.0];
10:38:44.01	[474, 1.0];
10:39:00.13	[475, 1.0];
10:40:22.86	[476, 1.0];
10:40:34.06	[477, 1.0];
10:41:05.96	[478, 1.0];
10:41:11.13	[479, 1.0];
10:41:36.86	[480, 1.0];
10:41:41.92	[481, 1.0];
10:44:50.56	[482, 1.0];
10:46:56.99	[483, 1.0];
10:47:04.45	[484, 1.0];
10:51:22.13	[485, 1.0];
10:51:40.11	[486, 1.0];
10:53:04.16	[487, 1.0];
10:56:04.53	[488, 1.0];
10:58:14.10	[489, 1.0];
10:59:14.04	[490, 1.0];
11	[4, 3.488577964296814];[6, 3.488577964296814];[13, 3.488577964296814];[16, 3.488577964296814];[24, 3.488577964296814];[45, 3.488577964296814];[81, 3.488577964296814];[90, 3.488577964296814];[92, 3.488577964296814];[107, 3.488577964296814];[115, 3.488577964296814];[116, 3.488577964296814];[122, 3.488577964296814];[126, 3.488577964296814];[141, 3.488577964296814];[144, 3.488577964296814];[159, 3.488577964296814];[168, 3.488577964296814];[175, 3.488577964296814];[176, 6.977155928593628];[186, 6.977155928593628];[193, 3.488577964296814];[195, 3.488577964296814];[196, 3.488577964296814];[200, 6.977155928593628];[210, 6.977155928593628];[212, 3.488577964296814];[224, 3.488577964296814];[239, 9.017843218549412];[249, 6.977155928593628];[250, 3.488577964296814];[255, 3.488577964296814];[257, 3.488577964296814];[262, 3.488577964296814];[266, 3.488577964296814];[277, 3.488577964296814];[288, 6.977155928593628];[305, 3.488577964296814];[330, 3.488577964296814];[364, 6.977155928593628];[393, 3.488577964296814];[396, 3.488577964296814];[399, 6.977155928593628];[401, 3.488577964296814];[415, 3.488577964296814];[425, 3.488577964296814];[454, 3.488577964296814];[467, 3.488577964296814];[494, 1.0];
11-mar-1987	[111, 3.5434432312828896];[117, 3.5434432312828896];[131, 3.5434432312828896];[132, 3.5434432312828896];[133, 3.5434432312828896];[134, 3.5434432312828896];[135, 3.5434432312828896];[136, 3.5434432312828896];[137, 3.5434432312828896];[138, 3.5434432312828896];[139, 3.5434432312828896];[140, 3.5434432312828896];[191, 3.5434432312828896];[192, 3.5434432312828896];[193, 3.5434432312828896];[194, 3.5434432312828896];[195, 3.5434432312828896];[196, 3.5434432312828896];[197, 3.5434432312828896];[198, 3.5434432312828896];[199, 3.5434432312828896];[200, 3.5434432312828896];[251, 3.5434432312828896];[252, 3.5434432312828896];[253, 3.5434432312828896];[254, 3.5434432312828896];[255, 3.5434432312828896];[256, 3.5434432312828896];[257, 3.5434432312828896];[258, 3.5434432312828896];[259, 3.5434432312828896];[260, 3.5434432312828896];[311, 3.5434432312828896];[312, 3.5434432312828896];[313, 3.5434432312828896];[314, 3.5434432312828896];[315, 3.5434432312828896];[316, 3.5434432312828896];[317, 3.5434432312828896];[318, 3.5434432312828896];[319, 3.5434432312828896];[320, 3.5434432312828896];[371, 3.5434432312828896];[372, 3.5434432312828896];[373, 3.5434432312828896];[374, 3.5434432312828896];[375, 1.0];
110	[66, 6.181329764714562];[91, 6.181329764714562];[177, 6.181329764714562];[196, 6.181329764714562];[307, 6.181329764714562];[358, 6.181329764714562];[427, 1.0];
111	[6, 6.661065479806948];[177, 6.661065479806948];[180, 6.661065479806948];[215, 6.661065479806948];[271, 1.0];
112	[59, 1.0];
113	[455, 7.974414589805527];[460, 1.0];
114	[79, 1.0];
115	[207, 7.974414589805527];[448, 1.0];
116	[109, 6.661065479806948];[122, 6.661065479806948];[213, 6.661065479806948];[217, 13.322130959613895];[365, 1.0];
117	[6, 7.974414589805527];[69, 1.0];
119	[19, 7.392317422778761];[343, 7.392317422778761];[442, 1.0];
12	[4, 2.9579647802027877];[6, 2.9579647802027877];[13, 2.9579647802027877];[14, 2.9579647802027877];[16, 2.9579647802027877];[24, 2.9579647802027877];[33, 2.9579647802027877];[41, 2.9579647802027877];[42, 2.9579647802027877];[47, 2.9579647802027877];[64, 2.9579647802027877];[65, 2.9579647802027877];[66, 5.9159295604055755];[75, 2.9579647802027877];[85, 2.9579647802027877];[86, 5.9159295604055755];[94, 2.9579647802027877];[107, 2.9579647802027877];[109, 5.9159295604055755];[115, 2.9579647802027877];[123, 2.9579647802027877];[138, 2.9579647802027877];[143, 5.9159295604055755];[158, 2.9579647802027877];[159, 2.9579647802027877];[167, 2.9579647802027877];[184, 2.9579647802027877];[188, 2.9579647802027877];[194, 2.9579647802027877];[196, 2.9579647802027877];[210, 2.9579647802027877];[212, 2.9579647802027877];[221, 2.9579647802027877];[232, 2.9579647802027877];[233, 2.9579647802027877];[235, 2.9579647802027877];[249, 2.9579647802027877];[261, 2.9579647802027877];[262, 2.9579647802027877];[265, 2.9579647802027877];[267, 5.9159295604055755];[269, 2.9579647802027877];[274, 2.9579647802027877];[275, 2.9579647802027877];[294, 2.9579647802027877];[302, 2.9579647802027877];[303, 2.9579647802027877];[305, 2.9579647802027877];[314, 2.9579647802027877];[321, 2.9579647802027877];[326, 2.9579647802027877];[336, 5.9159295604055755];[343, 5.9159295604055755];[347, 7.646228035278103];[348, 5.9159295604055755];[350, 2.9579647802027877];[358, 5.9159295604055755];[364, 8.873894340608363];[367, 8.873894340608363];[376, 2.9579647802027877];[383, 2.9579647802027877];[386, 2.9579647802027877];[402, 7.646228035278103];[417, 2.9579647802027877];[425, 8.873894340608363];[440, 2.9579647802027877];[451, 2.9579647802027877];[453, 2.9579647802027877];[456, 2.9579647802027877];[464, 2.9579647802027877];[467, 2.9579647802027877];[478, 2.9579647802027877];[494, 2.9579647802027877];[500, 1.0];
